search_rank,canonical_url,jurisdiction,word_count,modernbert_token_count_with_special_tokens,tokenizer_model_id,tokenizer_revision,fully_covered_at_512,fully_covered_at_1024,fully_covered_at_1536,fully_covered_at_2048,fully_covered_at_3072,fully_covered_at_4096,fully_covered_at_8192
462,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/aus/2011/ho_v_the_queen_leech_v_the_queen_2011_vsca_344_as_related_to_dpp_cth_v_ho_leech_2009_vsc_495.html,Australia,753,1014,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
463,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2011/united_states_v._booker_447_fed._appx._726_7th_cir._wis._2011.html,United States of America,89,118,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
465,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nic/2011/abaunza_and_zelaya.html,Nicaragua,190,241,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
466,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/processo_2306.html,Argentina,98,123,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
468,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fin/2011/ko_r_111073.html,Finland,196,223,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
469,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/swe/2011/case_no_b_1834-11.html,Sweden,199,245,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
471,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pol/2011/iv_kk_16211.html,Poland,1261,1552,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,0,0,1,1,1,1
472,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/case_n_314810.html,Argentina,364,497,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
473,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/tha/2011/no_or_nok_moen.html,Thailand,104,131,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
475,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bgr/2011/case_no._21582011.html,Bulgaria,102,138,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
476,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._11-1602-2011.html,Ukraine,93,105,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
477,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2011/crim._case_no._q-06-142283.html,Philippines,178,261,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
478,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2011/1_t_1942011_.html,Slovakia,281,390,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
479,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2011/g.r._no._195419.html,Philippines,192,273,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
480,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/causa_2422.html,Argentina,311,412,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
481,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._11-1686-11.html,Ukraine,50,60,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
482,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/blr/2011/case_of_nikulinas_.html,Belarus,233,282,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
483,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/sentencia_no._5511.html,Argentina,183,229,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
484,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/causa_n_12.967.html,Argentina,462,590,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
485,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2011/asha_tamang_v._state_of_west_bengal_.html,India,157,204,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
486,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._1-209-11.html,Ukraine,87,104,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
487,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/causa_no._392-c-2011.html,Argentina,692,884,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
488,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/causa_n1264_-_10.html,Argentina,359,476,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
489,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2011/united_states_v._medrano.html,United States of America,331,439,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
490,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aut/2011/14os9311z.html,Austria,77,97,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
491,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2011/processo_n_0004205-40.2011.404.0000.html,Brazil,245,317,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
492,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2011/s._b._versus_s._i._of_police_pallickal_police_station_and_another.html,India,626,764,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
493,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mhl/2011/republic_of_the_marshall_islands_v._chen_xiaojiao_aka_mary_chen_.html,Marshall Islands,93,123,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
494,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/causa_n_2537.html,Argentina,186,234,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
495,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/causa_n_20441_.html,Argentina,173,232,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
496,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nic/2011/martinez_and_baez.html,Nicaragua,203,254,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
497,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2011/crim._case_no._06-28757.html,Philippines,616,865,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
498,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2011/united_states_v._edk_kenit.html,United States of America,174,213,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
499,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/prt/2011/processo_17409_.html,Portugal,166,200,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
500,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2011/united_states_v._dann.html,United States of America,248,325,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
502,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2011/acr_201050010005676es.html,Brazil,84,126,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
503,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2011/acr_200850010007540es.html,Brazil,109,138,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
504,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._1-171-2011.html,Ukraine,82,94,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
505,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/kaz/2011/kassymgaliyev_et_al_.html,Kazakhstan,92,156,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
506,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/gbr/2011/r._v_s.k._2011_ewca_crim_1691.html,United Kingdom of Great Britain and Northern Ireland,348,428,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
507,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2011/united_states_v_robinson_.html,United States of America,106,137,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
508,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fin/2011/ko_r_117955.html,Finland,147,172,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
509,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/case_n_2338.html,Argentina,294,392,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
510,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2011/united_states_v._robert_c._daniels_.html,United States of America,131,168,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
511,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/swe/2011/case_no_b_4140-11.html,Sweden,301,360,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
512,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/causa_n_2359.html,Argentina,504,669,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
513,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2011/processo_n_2004.81.00.018889-0.html,Brazil,205,275,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
514,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2011/crim._case_no._22969.html,Philippines,1671,2121,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,0,0,0,1,1,1
515,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nic/2011/molina_and_fitona.html,Nicaragua,248,342,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
516,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/causa_n_13.607.html,Argentina,424,571,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
517,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2011/crim._case_no._135682.html,Philippines,981,1354,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,0,1,1,1,1,1
518,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2011/united_states_v._jaron_brice.html,United States of America,35,41,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
519,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2011/dosar_nr._1ra_5032011.html,Republic of Moldova,63,77,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
520,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nic/2011/m.j.m.m._and_somarriba.html,Nicaragua,196,257,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
522,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mkd/2011/conviction_kok.br.5210.html,North Macedonia,127,154,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
523,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._1-409-2011.html,Ukraine,45,54,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
524,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/cze/2011/2_tm_12011.html,Czechia,57,76,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
525,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ita/2011/cass._pen._sez._v_n._2775.html,Italy,99,116,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
526,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2011/dosar_nr_1ra_-_4952011.html,Republic of Moldova,65,89,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
527,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2011/processo_n_2007.61.81.001663-8.html,Brazil,38,49,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
528,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2011/_dosar_nr_4_-1re_-_1902011.html,Republic of Moldova,79,97,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
529,https://www.unodc.org/cld/case-law-doc/illicitfirearmscrimetype/swe/2011/case_no_b_5971-10.html,Sweden,438,531,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
531,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._1-48-2011.html,Ukraine,106,132,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
533,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rus/2011/case_no._48-_o11-49.html,Russian Federation,65,79,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
534,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/gbr/2011/o.o.o._and_others_v_commissioner_of_police_for_the_metropolis.html,United Kingdom of Great Britain and Northern Ireland,665,799,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
535,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._1-124-11.html,Ukraine,83,96,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
536,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/sentence_n_1199.html,Argentina,250,325,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
537,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/causa_n3238-a.html,Argentina,357,463,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
538,https://www.unodc.org/cld/case-law-doc/illicitfirearmscrimetype/arg/2011/causa_n_2977_10.html,Argentina,248,325,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
540,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/causa_n62-09.html,Argentina,144,184,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
541,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2011/processo_n_0008963-79.2002.4.05.8300.html,Brazil,233,284,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
542,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._1-26-2011.html,Ukraine,403,480,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
544,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2011/docket_number_-_110cr583_2011.html,United States of America,222,275,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
546,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/swe/2011/case_no_b_87-11.html,Sweden,237,293,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
547,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2011/dosar_nr_1ra_-_1442011.html,Republic of Moldova,201,264,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
548,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2011/dosar_nr_1ra_-_3092011.html,Republic of Moldova,79,116,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
550,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2011/crim._case_no._2009-337.html,Philippines,178,222,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
551,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mex/2011/penalcriminal_case_no._1752010_.html,Mexico,664,816,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
552,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/sentencia_no_1711.html,Argentina,251,329,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
554,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/cze/2011/4_t_52010.html,Czechia,110,144,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
555,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ton/2011/lirong.html,Tonga,430,536,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
557,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._1-70-11.html,Ukraine,149,175,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
558,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2011/bachpan_bachao_andolan_v._union_of_india_uoi_and_ors_.html,India,444,544,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
559,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pol/2011/iv_kk_5211.html,Poland,627,830,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
560,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/tur/2011/case_no._2011_1242.html,Türkiye,70,86,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
561,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2011/case_no._k.113810.html,Serbia,827,1082,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,0,1,1,1,1,1
562,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nic/2011/mendoza.html,Nicaragua,201,247,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
563,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2011/dosar_nr_4-1re_-_502011.html,Republic of Moldova,141,191,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
564,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2011/v.z._v._wal-mart_stores.html,United States of America,200,249,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
565,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/brunelli_et_al.html,Argentina,96,116,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
567,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2011/case_no.142972.html,Philippines,180,215,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
568,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2011/6_k_310_.html,Serbia,172,196,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
569,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/lka/2011/republic_of_sri_lanka_v._t.t._banu_and_others.html,Sri Lanka,394,460,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
570,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/geo/2011/166-11.html,Georgia,331,457,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
571,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2011/docket_number_-_no._08-cv-2970_adswdw_2011.html,United States of America,502,734,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
572,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/blr/2011/case_of_hug.html,Belarus,155,184,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
573,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/esp/2011/jose_and_florencia.html,Spain,353,449,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
574,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nic/2011/lovo.html,Nicaragua,156,188,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
576,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/cze/2011/2_t_132009.html,Czechia,99,148,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
577,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._1-689.html,Ukraine,40,46,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
578,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2011/acr_200151015291597rj.html,Brazil,202,315,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
579,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2011/p._v._state_of_kerala.html,India,515,612,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
581,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bgr/2011/case_no._10582011.html,Bulgaria,105,132,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
582,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2011/k.br._410_.html,Serbia,214,238,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
583,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2011/crim._case_no._06-245824.html,Philippines,474,673,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
584,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bel/2011/first_instance_court_of_brussels_09-03-2011.html,Belgium,284,346,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
585,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2011/people_of_philippines_vs._nelia_ogalesco_y_torio.html,Philippines,600,856,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
586,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/srb/2011/k_2410_.html,Serbia,471,551,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
588,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2011/processo_n_0011221-27.2009.4.03.6181.html,Brazil,186,253,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
589,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bgr/2011/case_no._7022010.html,Bulgaria,40,61,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
591,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/egy/2011/case_no._16852010.html,Egypt,375,440,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
594,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2011/arlene_ramos_v._a.t.w..html,Philippines,190,272,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
595,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2011/crim._case_no._21895_.html,Philippines,912,1120,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,0,1,1,1,1,1
596,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/omn/2011/143121_.html,Oman,130,156,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
