method,scope,fold,jurisdiction,label_id,family,support,predicted_positive,true_positive,false_positive,false_negative,precision,recall,f1,status,included_in_macro_f1,reference_terminology
M3,POOLED_OOD_TEST,,,ACT_TRANSFER,ACT,308,159,95,64,213,0.5974842767295597,0.30844155844155846,0.4068522483940043,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M3,POOLED_OOD_TEST,,,ACT_HARBOURING,ACT,402,461,292,169,110,0.6334056399132321,0.7263681592039801,0.6767091541135574,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M3,POOLED_OOD_TEST,,,ACT_RECEIPT,ACT,226,206,107,99,119,0.5194174757281553,0.47345132743362833,0.49537037037037035,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M3,POOLED_OOD_TEST,,,MEANS_THREAT_FORCE_OR_COERCION,MEANS,469,517,362,155,107,0.7001934235976789,0.7718550106609808,0.7342799188640974,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M3,POOLED_OOD_TEST,,,MEANS_ABDUCTION,MEANS,72,39,22,17,50,0.5641025641025641,0.3055555555555556,0.3963963963963964,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M3,POOLED_OOD_TEST,,,MEANS_FRAUD,MEANS,225,96,59,37,166,0.6145833333333334,0.26222222222222225,0.367601246105919,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M3,POOLED_OOD_TEST,,,MEANS_DECEPTION,MEANS,470,489,383,106,87,0.7832310838445807,0.8148936170212766,0.7987486965589156,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M3,POOLED_OOD_TEST,,,MEANS_ABUSE_OF_POWER_OR_VULNERABILITY,MEANS,564,346,286,60,278,0.8265895953757225,0.5070921985815603,0.6285714285714286,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M3,POOLED_OOD_TEST,,,MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL,MEANS,87,127,38,89,49,0.2992125984251969,0.4367816091954023,0.35514018691588783,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M3,POOLED_OOD_TEST,,,PURPOSE_SEXUAL_EXPLOITATION,PURPOSE,720,698,689,9,31,0.9871060171919771,0.9569444444444445,0.9717912552891397,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M3,POOLED_OOD_TEST,,,PURPOSE_FORCED_LABOUR_OR_SERVICES,PURPOSE,157,185,111,74,46,0.6,0.7070063694267515,0.6491228070175439,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M3,POOLED_OOD_TEST,,,PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES,PURPOSE,37,63,12,51,25,0.19047619047619047,0.32432432432432434,0.24,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M3,POOLED_OOD_TEST,,,PURPOSE_SERVITUDE,PURPOSE,44,63,21,42,23,0.3333333333333333,0.4772727272727273,0.3925233644859813,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M3,POOLED_OOD_TEST,,,PURPOSE_REMOVAL_OF_ORGANS,PURPOSE,0,0,0,0,0,N/A,N/A,N/A,NO_REFERENCE_SUPPORT,0,SHERLOC Legacy Keywords silver reference
M3,POOLED_OOD_TEST,,,PURPOSE_OTHER,PURPOSE,30,49,13,36,17,0.2653061224489796,0.43333333333333335,0.3291139240506329,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M4,POOLED_OOD_TEST,,,ACT_RECRUITMENT,ACT,712,650,590,60,122,0.9076923076923077,0.8286516853932584,0.8663729809104258,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M4,POOLED_OOD_TEST,,,ACT_TRANSPORTATION,ACT,597,606,505,101,92,0.8333333333333334,0.8458961474036851,0.8395677472984207,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M4,POOLED_OOD_TEST,,,ACT_TRANSFER,ACT,308,135,78,57,230,0.5777777777777777,0.2532467532467532,0.35214446952595935,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M4,POOLED_OOD_TEST,,,ACT_HARBOURING,ACT,402,413,274,139,128,0.6634382566585957,0.681592039800995,0.6723926380368098,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M4,POOLED_OOD_TEST,,,ACT_RECEIPT,ACT,226,145,80,65,146,0.5517241379310345,0.35398230088495575,0.431266846361186,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M4,POOLED_OOD_TEST,,,MEANS_THREAT_FORCE_OR_COERCION,MEANS,469,501,356,145,113,0.7105788423153693,0.7590618336886994,0.734020618556701,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M4,POOLED_OOD_TEST,,,MEANS_ABDUCTION,MEANS,72,29,18,11,54,0.6206896551724138,0.25,0.3564356435643564,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M4,POOLED_OOD_TEST,,,MEANS_FRAUD,MEANS,225,96,53,43,172,0.5520833333333334,0.23555555555555555,0.3302180685358255,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M4,POOLED_OOD_TEST,,,MEANS_DECEPTION,MEANS,470,465,373,92,97,0.8021505376344086,0.7936170212765957,0.7978609625668449,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M4,POOLED_OOD_TEST,,,MEANS_ABUSE_OF_POWER_OR_VULNERABILITY,MEANS,564,354,296,58,268,0.8361581920903954,0.524822695035461,0.644880174291939,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M4,POOLED_OOD_TEST,,,MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL,MEANS,87,113,37,76,50,0.3274336283185841,0.42528735632183906,0.37,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M4,POOLED_OOD_TEST,,,PURPOSE_SEXUAL_EXPLOITATION,PURPOSE,720,685,677,8,43,0.9883211678832117,0.9402777777777778,0.9637010676156583,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M4,POOLED_OOD_TEST,,,PURPOSE_FORCED_LABOUR_OR_SERVICES,PURPOSE,157,146,105,41,52,0.7191780821917808,0.6687898089171974,0.693069306930693,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M4,POOLED_OOD_TEST,,,PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES,PURPOSE,37,48,13,35,24,0.2708333333333333,0.35135135135135137,0.3058823529411765,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M4,POOLED_OOD_TEST,,,PURPOSE_SERVITUDE,PURPOSE,44,56,21,35,23,0.375,0.4772727272727273,0.42,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
M4,POOLED_OOD_TEST,,,PURPOSE_REMOVAL_OF_ORGANS,PURPOSE,0,0,0,0,0,N/A,N/A,N/A,NO_REFERENCE_SUPPORT,0,SHERLOC Legacy Keywords silver reference
M4,POOLED_OOD_TEST,,,PURPOSE_OTHER,PURPOSE,30,47,12,35,18,0.2553191489361702,0.4,0.3116883116883117,SUPPORTED,1,SHERLOC Legacy Keywords silver reference
