evaluation,reference_type,comparison,first_method,second_method,metric,n,point_difference,ci_low,ci_high,confidence_level,bootstrap_resamples,seed,resampling_unit,bootstrap_method,macro_label_count,macro_label_ids_json,ci_excludes_zero
A1,SHERLOC silver reference,M4 - M2,M4,M2,Example-based Jaccard,253,0.007657724357329143,-0.020689822913142975,0.036686323393339146,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A1,SHERLOC silver reference,M4 - M2,M4,M2,Act CPMR,253,0.2569169960474308,0.19367588932806323,0.32015810276679846,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",True
A1,SHERLOC silver reference,M4 - M2,M4,M2,Means CPMR,253,0.32015810276679846,0.25296442687747034,0.383399209486166,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",True
A1,SHERLOC silver reference,M4 - M2,M4,M2,Purpose CPMR,253,0.01976284584980237,-0.04347826086956519,0.07905138339920947,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A1,SHERLOC silver reference,M4 - M3,M4,M3,Macro-F1,253,0.008296906552824002,-0.013537528286746795,0.03230639377774134,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A1,SHERLOC silver reference,M4 - M3,M4,M3,Micro-F1,253,-0.001277933691513744,-0.011499649732579498,0.009518842011265643,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A1,SHERLOC silver reference,M4 - M3,M4,M3,Exact-set accuracy,253,0.015810276679841896,-0.004051383399209485,0.039525691699604744,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A1,SHERLOC silver reference,M4 - M3,M4,M3,Example-based Jaccard,253,-0.00510117353002737,-0.017947790022888852,0.008796645685232496,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A1,SHERLOC silver reference,M4 - M3,M4,M3,Act CPMR,253,0.02371541501976282,-0.015810276679841917,0.06324110671936756,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A1,SHERLOC silver reference,M4 - M3,M4,M3,Means CPMR,253,0.023715415019762875,-0.011857707509881465,0.059288537549407105,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A1,SHERLOC silver reference,M4 - M3,M4,M3,Purpose CPMR,253,0.031620553359683834,-0.0039525691699604515,0.06729249011857703,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A2,SHERLOC silver reference,M3 - M2,M3,M2,Macro-F1,861,0.044769784171768245,0.019344547335639325,0.06959367974562385,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",True
A2,SHERLOC silver reference,M3 - M2,M3,M2,Micro-F1,861,0.02274104447762737,0.010704856209560704,0.034207730774977234,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",True
A2,SHERLOC silver reference,M3 - M2,M3,M2,Exact-set accuracy,861,0.03484320557491289,0.01858304297328688,0.04994192799070848,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",True
A2,SHERLOC silver reference,M3 - M2,M3,M2,Example-based Jaccard,861,0.031023489995615328,0.015329252790054227,0.04590222583907259,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",True
A2,SHERLOC silver reference,M3 - M2,M3,M2,Act CPMR,861,0.33333333333333337,0.29732868757259,0.36588269454123107,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",True
A2,SHERLOC silver reference,M3 - M2,M3,M2,Means CPMR,861,0.25667828106852497,0.21951219512195122,0.2903600464576074,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",True
A2,SHERLOC silver reference,M3 - M2,M3,M2,Purpose CPMR,861,-0.08478513356562145,-0.11614401858304302,-0.05458768873403019,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",True
A2,SHERLOC silver reference,M4 - M2,M4,M2,Macro-F1,861,0.04060623772863692,0.015842214842384135,0.06552012553894587,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",True
