search_rank,case_title,url_path_crime_type,api_result_id,unodc_case_number,canonical_url,requested_url,final_url,final_url_relation,og_url,og_url_relation,http_status,content_type,content_encoding,download_timestamp,raw_filename,byte_count,sha256,download_status,attempts,redirect_count,redirect_chain,elapsed_seconds,pilot_selected,pilot_selection_reasons,last_action,last_checked_at,structural_markers,warnings,error,source_manifest_discovered_at
271,Case No.11-089,traffickingpersonscrimetype,"2200,en,/case-law-doc/traffickingpersonscrimetype/phl/2013/case_no.11-089.html",PHL077,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2013/case_no.11-089.html,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2013/case_no.11-089.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2013/case_no.11-089.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/traffickingpersonscrimetype/phl/2013/case_no.11-089.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:14:56Z,data/raw_html/000271_2957727b48b8.html,251417,77597e8c864998ab3fc6d7ee9ff60a976af8d3ae0ba1ff1bf7c3a8e16d61baa2,HTTP_OK_VALID,1,0,[],2.395,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
272,Case No. Q-10-167652,criminalgroupcrimetype,"2200,en,/case-law-doc/criminalgroupcrimetype/phl/2013/case_no._q-10-167652.html",PHL073,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/phl/2013/case_no._q-10-167652.html,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/phl/2013/case_no._q-10-167652.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/phl/2013/case_no._q-10-167652.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/criminalgroupcrimetype/phl/2013/case_no._q-10-167652.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:14:58Z,data/raw_html/000272_292429fd4ee3.html,269565,4686418b147b60b5da320362af193e5b5db327db26cfaae814d162b8c0c4d992,HTTP_OK_VALID,1,0,[],2.641,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
273,Decision No. 279/2013,traffickingpersonscrimetype,"2200,en,/case-law-doc/traffickingpersonscrimetype/grc/2013/decision_no._2792013_.html",GRCx006,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/grc/2013/decision_no._2792013_.html,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/grc/2013/decision_no._2792013_.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/grc/2013/decision_no._2792013_.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/traffickingpersonscrimetype/grc/2013/decision_no._2792013_.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:15:02Z,data/raw_html/000273_07c00c7932a5.html,255248,5c5458cb4c6bb5c6f1795c772aca5f78ef086200f0b9ec397ab2bf8760f86c53,HTTP_OK_VALID,1,0,[],3.504,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
274,Case n° 3692/13,traffickingpersonscrimetype,"2200,en,/case-law-doc/traffickingpersonscrimetype/arg/2013/case_n_369213.html",ARG064,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/case_n_369213.html,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/case_n_369213.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/case_n_369213.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/traffickingpersonscrimetype/arg/2013/case_n_369213.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:15:05Z,data/raw_html/000274_ed298f76bca6.html,306990,ef8d73d004c3c29b3535b560342b5e2f7a34068e764a481b270faa7dd761f746,HTTP_OK_VALID,1,0,[],2.968,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
275,R 13/3613,traffickingpersonscrimetype,"2200,en,/case-law-doc/traffickingpersonscrimetype/fin/2013/r_133613.html",FIN009,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fin/2013/r_133613.html,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fin/2013/r_133613.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fin/2013/r_133613.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/traffickingpersonscrimetype/fin/2013/r_133613.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T01:54:54Z,data/raw_html/000275_9606c28ee25a.html,256276,5092823b018ae2ea434ea376c18b8a59b1a39f2ada053ab9f8b2d48d07a54079,HTTP_OK_VALID,1,0,[],2.420,true,primary_rank_band_2,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
276,Case n 200513,traffickingpersonscrimetype,"2200,en,/case-law-doc/traffickingpersonscrimetype/mkd/2013/case_n_200513.html",MKD006,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mkd/2013/case_n_200513.html,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mkd/2013/case_n_200513.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mkd/2013/case_n_200513.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/traffickingpersonscrimetype/mkd/2013/case_n_200513.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:15:07Z,data/raw_html/000276_e4b57fa9685d.html,251149,6dcce87d491925bf701105afec519f6eab207390eb5ca958a3c56b8c1b2986e8,HTTP_OK_VALID,1,0,[],2.590,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
277,Expte. Nº 862-12,traffickingpersonscrimetype,"2200,en,/case-law-doc/traffickingpersonscrimetype/arg/2013/expte._n_862-12.html",ARG062,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/expte._n_862-12.html,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/expte._n_862-12.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/expte._n_862-12.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/traffickingpersonscrimetype/arg/2013/expte._n_862-12.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:15:10Z,data/raw_html/000277_e53d79ecf873.html,273095,9f9e9a0aba3ad19656ab3cb03a025b786dae3ae35427a0b3dd9e5af1274dd621,HTTP_OK_VALID,1,0,[],2.622,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
278,Proceso No. 2012-00777,traffickingpersonscrimetype,"2200,en,/case-law-doc/traffickingpersonscrimetype/col/2013/proceso_no._2012-00777.html",COL029,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/proceso_no._2012-00777.html,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/proceso_no._2012-00777.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/proceso_no._2012-00777.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/traffickingpersonscrimetype/col/2013/proceso_no._2012-00777.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:15:14Z,data/raw_html/000278_53a418b1c69b.html,266852,0e01f29c440ade189a99aa47ff0d8040d22498a175853e2a457d4154c67ff39b,HTTP_OK_VALID,1,0,[],3.502,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
279,Case No. 2008-00332,traffickingpersonscrimetype,"2200,en,/case-law-doc/traffickingpersonscrimetype/col/2013/case_no._2008-00332.html",COL025,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/case_no._2008-00332.html,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/case_no._2008-00332.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/case_no._2008-00332.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/traffickingpersonscrimetype/col/2013/case_no._2008-00332.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:15:16Z,data/raw_html/000279_1663c107e29f.html,261058,c70e9ff02d288fe5fa3c07412f35afeaee98633020ce52802eaf374a6c3baecf,HTTP_OK_VALID,1,0,[],2.456,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
280,K 322/12,traffickingpersonscrimetype,"2200,en,/case-law-doc/traffickingpersonscrimetype/srb/2013/k_32212.html",SRB039,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2013/k_32212.html,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2013/k_32212.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2013/k_32212.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/traffickingpersonscrimetype/srb/2013/k_32212.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:15:19Z,data/raw_html/000280_cb8b33dc792b.html,255308,dcfe90283b6647c8d8c97d7e595e203ecc9dad0d5e952b3714c952e1f78f3f9f,HTTP_OK_VALID,1,0,[],3.473,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
281,Bachpan Bachao Andolan v. Union of India & Ors,traffickingpersonscrimetype,"2200,en,/case-law-doc/traffickingpersonscrimetype/ind/2013/bachpan_bachao_andolan_v._union_of_india_ors.html",INDx028,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2013/bachpan_bachao_andolan_v._union_of_india_ors.html,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2013/bachpan_bachao_andolan_v._union_of_india_ors.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2013/bachpan_bachao_andolan_v._union_of_india_ors.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/traffickingpersonscrimetype/ind/2013/bachpan_bachao_andolan_v._union_of_india_ors.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:15:22Z,data/raw_html/000281_ce86b04802f2.html,251813,d0b404715daad7e393bcc2b82be19ecc3aadbc46c024e2e09e8cc311a6061825,HTTP_OK_VALID,1,0,[],2.426,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
282,Docket Number: CR-10-00660-DGC [2013],criminalgroupcrimetype,"2200,en,/case-law-doc/criminalgroupcrimetype/usa/2013/docket_number_cr-10-00660-dgc_2013.html",USA173,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/usa/2013/docket_number_cr-10-00660-dgc_2013.html,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/usa/2013/docket_number_cr-10-00660-dgc_2013.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/usa/2013/docket_number_cr-10-00660-dgc_2013.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/criminalgroupcrimetype/usa/2013/docket_number_cr-10-00660-dgc_2013.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:15:25Z,data/raw_html/000282_f053d806f3fa.html,269701,a6fe897adcd411ed8ff0c3917f6e2e686810644b4f0f712b682c40bb3e58c666,HTTP_OK_VALID,1,0,[],2.783,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
283,Case no. 783/2013,traffickingpersonscrimetype,"2200,en,/case-law-doc/traffickingpersonscrimetype/grc/2013/case_no._7832013.html",GRCx005,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/grc/2013/case_no._7832013.html,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/grc/2013/case_no._7832013.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/grc/2013/case_no._7832013.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/traffickingpersonscrimetype/grc/2013/case_no._7832013.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:15:27Z,data/raw_html/000283_58a1356754c0.html,268430,448c3516a3a0383933574661d06cf82249809f2365522688ef3fedc8bfff33e8,HTTP_OK_VALID,1,0,[],2.625,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
284,Case No. 2006-01128,traffickingpersonscrimetype,"2200,en,/case-law-doc/traffickingpersonscrimetype/col/2013/case_no._2006-01128.html",COL022,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/case_no._2006-01128.html,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/case_no._2006-01128.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/case_no._2006-01128.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/traffickingpersonscrimetype/col/2013/case_no._2006-01128.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:15:31Z,data/raw_html/000284_da7646d446cc.html,271444,420941f7d8d52af67a11e83f162985b3cd5231dcacc0e6edff91726b8e8f9e42,HTTP_OK_VALID,1,0,[],3.493,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
285,Case No. 2013/1339,migrantsmugglingcrimetype,"2200,en,/case-law-doc/migrantsmugglingcrimetype/bel/2013/case_no._20131339.html",BEL031,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/bel/2013/case_no._20131339.html,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/bel/2013/case_no._20131339.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/bel/2013/case_no._20131339.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/migrantsmugglingcrimetype/bel/2013/case_no._20131339.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:15:34Z,data/raw_html/000285_07c550cec8e6.html,278633,c25f967d5b329967be067f91302e321ab6d79b20595953d139a97f725888f107,HTTP_OK_VALID,1,0,[],2.790,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
286,Proceso No. 2011-04358,traffickingpersonscrimetype,"2200,en,/case-law-doc/traffickingpersonscrimetype/col/2013/proceso_no._2011-04358_.html",COL028,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/proceso_no._2011-04358_.html,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/proceso_no._2011-04358_.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2013/proceso_no._2011-04358_.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/traffickingpersonscrimetype/col/2013/proceso_no._2011-04358_.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:15:37Z,data/raw_html/000286_0ef8b882382e.html,271781,9d4cbd79a7f94964189b9bb96d5118a9e633bde4e192e69688267dfc6eb8c8d5,HTTP_OK_VALID,1,0,[],3.505,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
287,Case Nº 2545,traffickingpersonscrimetype,"2200,en,/case-law-doc/traffickingpersonscrimetype/arg/2013/case_n_2545.html",ARG052,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/case_n_2545.html,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/case_n_2545.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/case_n_2545.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/traffickingpersonscrimetype/arg/2013/case_n_2545.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:15:40Z,data/raw_html/000287_42bd527f01a8.html,272801,1c7815bab0aad128d7ea16dbfdd39d005e7d5771300a16f4d2e8b275742b3699,HTTP_OK_VALID,1,0,[],2.619,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
288,Case No164,traffickingpersonscrimetype,"2200,en,/case-law-doc/traffickingpersonscrimetype/mng/2013/case_no164.html",MNG004,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mng/2013/case_no164.html,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mng/2013/case_no164.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mng/2013/case_no164.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/traffickingpersonscrimetype/mng/2013/case_no164.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:15:43Z,data/raw_html/000288_02d960eff1ad.html,246025,79f57f824532f511d07fe1a6c1a6f9feb9538afd1137a6302c5cf06a7e64823f,HTTP_OK_VALID,1,0,[],3.491,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
289,r v chee mei wong,traffickingpersonscrimetype,"2200,en,/case-law-doc/traffickingpersonscrimetype/aus/2013/r_v_chee_mei_wong.html",AUS023,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aus/2013/r_v_chee_mei_wong.html,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aus/2013/r_v_chee_mei_wong.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aus/2013/r_v_chee_mei_wong.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/traffickingpersonscrimetype/aus/2013/r_v_chee_mei_wong.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:15:47Z,data/raw_html/000289_09b0839b3228.html,251180,a3341922d8ccc93108df04e2eade99e7102af45b407fa86ee5f10749d85bbbc6,HTTP_OK_VALID,1,0,[],3.498,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
290,R v Chee Mei Wong,drugcrimetype,"2200,en,/case-law-doc/drugcrimetype/aus/2013/r_v_chee_mei_wong_.html",AUS020,https://www.unodc.org/cld/case-law-doc/drugcrimetype/aus/2013/r_v_chee_mei_wong_.html,https://www.unodc.org/cld/case-law-doc/drugcrimetype/aus/2013/r_v_chee_mei_wong_.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/drugcrimetype/aus/2013/r_v_chee_mei_wong_.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/drugcrimetype/aus/2013/r_v_chee_mei_wong_.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T01:54:56Z,data/raw_html/000290_bdbd329b0bf0.html,262739,74c939a878c403cec53429629c71623b35e242bb720a428877729876e15be20d,HTTP_OK_VALID,1,0,[],2.457,true,cross_path_drugcrimetype,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
291,Case No. II AKa 49/13,drugcrimetype,"2200,en,/case-law-doc/drugcrimetype/pol/2013/case_no._ii_aka_4913.html",POL020,https://www.unodc.org/cld/case-law-doc/drugcrimetype/pol/2013/case_no._ii_aka_4913.html,https://www.unodc.org/cld/case-law-doc/drugcrimetype/pol/2013/case_no._ii_aka_4913.html?lng=en&tmpl=sherloc,https://www.unodc.org/cld/case-law-doc/drugcrimetype/pol/2013/case_no._ii_aka_4913.html?lng=en&tmpl=sherloc,CANONICAL_EQUIVALENT,https://www.unodc.org/cld/en/case-law-doc/drugcrimetype/pol/2013/case_no._ii_aka_4913.html,CANONICAL_EQUIVALENT,200,text/html;charset=utf-8,,2026-08-10T02:15:49Z,data/raw_html/000291_895bfe80e086.html,253998,5fc4a01dee2400e349956ce9a589f27d6cdcb3fb4e6bdd418b67d52db3eae5b0,HTTP_OK_VALID,1,0,[],2.388,false,,SKIPPED_VALID_EXISTING,2026-08-10T03:35:39Z,"{""seen_html"":true,""html_lang"":""en"",""page_locale_en"":true,""case_law_content"":true,""case_law_detail"":true,""db_header"":true,""case_title"":true,""fact_summary"":true,""trafficking_badge"":true,""og_url"":true,""doctype_count"":2}",DOCTYPE_COUNT_2,,2026-08-10T00:19:26Z
